event_month,mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_month,cart_add_per_100_views,prev_weighted_interest_score,prev_unique_users,score_delta_vs_prev_month,unique_users_delta_vs_prev_month
2025-05,124530,최강록의간장들기름비빔밥,미반,도시락,2143,1016,2660.0,1677,324,51,2025-05-01,19.3202,15.0,2,2645.0,1014
2025-05,105367,5월 세븐카페 반값구독,,,2007,1390,2425.5,1769,206,22,2025-05-01,11.645,-1.0,5,2426.5,1385
2025-05,105367,5월 세븐카페 반값구독,,,2007,1390,2425.5,1769,206,22,2025-05-01,11.645,1.0,1,2424.5,1389
2025-05,125166,한입쏙!들기름김밥,미반,김밥,2067,876,2560.5,1602,324,42,2025-05-01,20.2247,149.0,90,2411.5,786
2025-05,070897,롯데)의성마늘프랑크70g,냉장,냉장간식,1847,760,2417.5,1282,397,37,2025-05-01,30.9672,35.0,11,2382.5,749
2025-05,124781,해태)생생감자칩랍스터맛85g,과자,스낵류,1732,633,2339.0,1135,424,35,2025-05-01,37.3568,54.0,24,2285.0,609
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,1.0,1,2280.5,889
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,4.0,4,2277.5,886
2025-05,107879,5월 세븐카페 구독(첫구독100원),,,1603,890,2281.5,1230,340,20,2025-05-01,27.6423,7.0,5,2274.5,885
2025-05,125326,"5월 삼각김밥,김밥 구독",,,2170,1427,2726.0,1852,268,40,2025-05-01,14.4708,454.5,163,2271.5,1264
2025-05,803186,농심)츄파춥스300,과자,캔디류,2194,1071,3040.0,1540,528,14,2025-05-01,34.2857,798.0,253,2242.0,818
2025-05,108810,올뉴빅닭강정,미반,푸드 간편식,3137,1075,3743.0,2564,417,26,2025-05-01,16.2637,1502.5,653,2240.5,422
2025-05,111382,농심)멘토스레인보우,과자,캔디류,1569,496,2309.0,882,518,14,2025-05-01,58.7302,86.0,28,2223.0,468
2025-05,125504,SEVENTEEN 5th Album ‘HAPPY BURSTDAY’ (일반반),미디어 상품,음반,1890,913,2504.5,1487,318,47,2025-05-01,21.3853,310.5,148,2194.0,765
2025-05,202023,칠성)칸타타콘트라베이스블랙500,음료,커피음료,1598,521,2279.0,1032,439,19,2025-05-01,42.5388,99.0,20,2180.0,501
2025-05,107478,롯데)고기(肉)맥시멈도시락,미반,도시락,4074,1080,4636.0,2843,723,44,2025-05-01,25.4309,2481.0,777,2155.0,303
2025-05,123934,CJ)맥스봉고소한치즈후랑크65g,냉장,냉장간식,1679,506,2352.0,992,496,21,2025-05-01,50.0,233.0,57,2119.0,449
2025-05,132167,농심)튀김우동(소컵),면,용기면,1573,433,2351.0,893,527,10,2025-05-01,59.0146,263.0,61,2088.0,372
2025-05,124040,해태)연양갱땅콩맛55g,과자,캔디류,1891,557,2672.0,1077,582,27,2025-05-01,54.039,599.5,124,2072.5,433
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096,6731.5,1971,2017.5,4294966990
2025-05,123638,농심)후르츠텔라48g,과자,캔디류,1431,510,2056.0,819,445,23,2025-05-01,54.3346,39.0,25,2017.0,485
2025-05,124626,엠즈)39저당커스터드크림롤105g,디저트,냉장베이커리,1769,635,2029.0,1457,173,64,2025-05-01,11.8737,104.0,43,1925.0,592
2025-05,600915,일신)리콜라레몬민트40g,과자,캔디류,1306,390,1875.0,801,376,25,2025-05-01,46.9413,33.0,12,1842.0,378
2025-05,115921,농심)바나나킥75g,과자,스낵류,1376,535,1952.0,864,385,20,2025-05-01,44.5602,128.0,52,1824.0,483
2025-05,116320,오리온)도도한나쵸사워어니언92g,과자,스낵류,1510,500,2125.0,952,414,25,2025-05-01,43.4874,323.0,123,1802.0,377
2025-05,201737,PB)아이시스2L(6입),음료,생수,1406,326,2112.0,854,436,22,2025-05-01,51.0539,333.0,87,1779.0,239
2025-05,124136,듬뿍참치유부초밥,미반,초밥류,2533,943,3180.0,1844,462,59,2025-05-01,25.0542,1401.0,493,1779.0,450
2025-05,109470,G)마루짱유부우동94g,면,용기면,1484,486,1987.0,982,334,57,2025-05-01,34.0122,224.0,77,1763.0,409
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,2.0,2,1750.0,1221
2025-05,201428,칠성)칠성사이다355ml,음료,탄산음료,1669,637,2434.5,1026,496,22,2025-05-01,48.3431,699.0,216,1735.5,421
2025-05,115940,오리온)무뚝뚝감자칩60g,과자,스낵류,2377,904,3177.0,1577,576,32,2025-05-01,36.525,1444.0,382,1733.0,522
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,60.0,39,1692.0,1184
2025-05,192542,5월 위스키 구독,,,1661,1223,1752.0,1571,52,21,2025-05-01,3.31,63.0,42,1689.0,1181
2025-05,601082,농심)먹태깡청양마요맛60g,과자,스낵류,1445,464,2095.0,881,434,14,2025-05-01,49.2622,427.0,91,1668.0,373
2025-05,202057,칠성)칸타타콘트라베이스라떼500,음료,커피음료,1180,367,1679.0,782,314,13,2025-05-01,40.1535,48.0,17,1631.0,350
2025-05,123637,엠즈)39저당초코크림롤105g,디저트,냉장베이커리,1461,579,1632.0,1258,94,67,2025-05-01,7.4722,45.0,23,1587.0,556
2025-05,202782,칠성)핫식스더킹퍼플355ml,음료,기능성드링크,1197,386,1739.0,784,324,24,2025-05-01,41.3265,174.0,56,1565.0,330
2025-05,014387,맛장우전주식비빔밥,미반,도시락,9678,3197,13042.0,7114,2024,131,2025-05-01,28.4509,11546.5,3206,1495.5,4294967287
2025-05,105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,7359,1665,8749.0,5293,1292,118,2025-05-01,24.4096,7260.0,1862,1489.0,4294967099
2025-05,141102,삼양)까르보불닭떡볶이(컵),가공식품,가공미반류,1206,415,1537.0,943,194,27,2025-05-01,20.5726,64.0,31,1473.0,384
2025-05,124390,필리치즈스테이크버거,조리빵,햄버거,1247,653,1473.0,1011,146,38,2025-05-01,14.4411,1.0,1,1472.0,652
2025-05,124390,필리치즈스테이크버거,조리빵,햄버거,1247,653,1473.0,1011,146,38,2025-05-01,14.4411,23.0,6,1450.0,647
2025-05,123741,엠즈)39저당딸기크림롤105g,디저트,냉장베이커리,1352,571,1477.0,1186,67,63,2025-05-01,5.6492,35.0,18,1442.0,553
2025-05,125341,맛장우맛자랑 반반제육,미반,도시락,1065,381,1433.0,764,223,26,2025-05-08,29.1885,1.0,1,1432.0,380
2025-05,111519,크라운)못말리는신짱1500,과자,스낵류,1053,327,1508.0,619,327,5,2025-05-01,52.8271,97.0,31,1411.0,296
2025-05,123549,해태)오사쯔빠스50g,과자,스낵류,1353,546,1806.0,878,332,25,2025-05-01,37.8132,413.0,152,1393.0,394
2025-05,070214,칠성)콜드오렌지900ml,유음료,냉장주스,1054,340,1417.0,705,254,15,2025-05-01,36.0284,28.0,7,1389.0,333
2025-05,106292,한양)꽃보다오징어숏바디150g,안주,오징어,1129,256,1382.5,956,136,18,2025-05-02,14.2259,11.0,6,1371.5,250
2025-05,124914,해태)부라보바닐라라이트160ml,아이스크림,노벨티,1034,370,1367.0,720,220,27,2025-05-02,30.5556,4.0,4,1363.0,366
2025-05,150446,나뚜루)녹차파인트,아이스크림,고급,1100,342,1365.0,784,213,15,2025-05-01,27.1684,14.0,7,1351.0,335
2025-05,106668,PB)바닐라라떼300ml,유음료,컵커피,1055,386,1415.0,723,244,16,2025-05-01,33.7483,89.0,43,1326.0,343
2025-05,106670,PB)카라멜마끼아또300ml,유음료,컵커피,1138,608,1381.0,913,159,19,2025-05-01,17.4151,60.0,22,1321.0,586
2025-05,160749,칠성)2%부족할때복숭아500ml,음료,스포츠음료,1874,609,2813.0,1086,613,21,2025-05-01,56.4457,1556.0,359,1257.0,250
2025-05,132161,농심)오징어짬뽕(소컵),면,용기면,932,250,1351.0,543,291,11,2025-05-01,53.5912,105.0,25,1246.0,225
2025-05,202387,칠성)펩시콜라제로355ml,음료,탄산음료,2329,799,3386.0,1368,720,33,2025-05-01,52.6316,2184.0,598,1202.0,201
2025-05,109616,PB)착한핫도그75g,냉동,조리냉동,1090,464,1339.0,804,173,43,2025-05-01,21.5174,162.0,49,1177.0,415
2025-05,124265,그린)스팸계란마요삼각,미반,삼각김밥,876,427,1158.0,607,199,8,2025-05-01,32.7842,4.0,1,1154.0,426
