mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,871,371,1296.0,585,196,71,2025-03-20,2025-03 중순,33.5043
124390,필리치즈스테이크버거,조리빵,햄버거,1064,472,1280.0,821,165,13,2025-03-11,2025-03 중순,20.0974
109362,7찬도시락,미반,도시락,1113,682,1270.0,970,92,25,2025-03-11,2025-03 중순,9.4845
192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,1000,362,1265.0,804,123,54,2025-03-11,2025-03 중순,15.2985
990263,"모바일금액권 10,000원",기타,판촉물,795,361,1248.0,539,230,15,2025-03-11,2025-03 중순,42.6716
124224,요이치 싱글몰트,양주와인,양주,977,528,1230.5,813,127,24,2025-03-11,2025-03 중순,15.6212
124461,조니워커 블랙 루비 700ml,양주와인,양주,1110,555,1220.5,998,42,54,2025-03-11,2025-03 중순,4.2084
070092,서울)흰우유1L,유음료,흰우유,793,225,1148.0,491,227,17,2025-03-11,2025-03 중순,46.2322
124678,KBO)삼립KT위즈빅또리초코바닐라샌드60g,빵,간식빵,706,304,1143.0,406,197,83,2025-03-20,2025-03 중순,48.5222
123600,카스 프레쉬 350ml캔(12입)*전용잔 2개,맥주,수입맥주,820,335,1128.5,637,157,12,2025-03-11,2025-03 중순,24.6468
