mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,3808,1705,4577.5,2976,494,152,2025-03-21,2025-03 하순,16.5995
192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,3441,1012,4290.5,2828,352,221,2025-03-21,2025-03 하순,12.447
124508,최강록의로스팜에그샌드,조리빵,샌드위치,3129,1123,4195.0,2257,659,58,2025-03-21,2025-03 하순,29.1981
124681,KBO)삼립NC다이노스공룡알흑임자컵케익130g,빵,간식빵,2748,1123,4148.0,1728,707,204,2025-03-21,2025-03 하순,40.9144
124682,KBO)삼립키움히어로즈자색고구마팡100g,빵,간식빵,2758,1106,4129.0,1690,723,205,2025-03-21,2025-03 하순,42.7811
109497, 미쓰이)홋카이도우유크림모찌56g,디저트,냉동디저트,3401,1361,4070.0,2714,411,131,2025-03-21,2025-03 하순,15.1437
124532,맛장우맛자랑 직화닭갈비,미반,도시락,2694,969,3666.5,1967,580,35,2025-03-21,2025-03 하순,29.4865
124679,KBO)삼립KBO홈런배트롤150g,디저트,냉장베이커리,2793,1083,3658.0,2132,435,148,2025-03-21,2025-03 하순,20.4034
108563,비노)콜미레이터러시안잭쇼비뇽블랑750ml,양주와인,와인,2588,879,3289.0,2088,333,120,2025-03-21,2025-03 하순,15.9483
124534,맛장우맛자랑 부대볶음,미반,도시락,2051,805,2673.0,1520,403,24,2025-03-21,2025-03 하순,26.5132
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,2012,729,2466.5,1521,322,48,2025-03-21,2025-03 하순,21.1703
123619,홀그레인머스타드닭가슴살김밥,미반,김밥,1875,723,2448.0,1337,344,91,2025-03-21,2025-03 하순,25.7292
014287,롯데)NEW참치마요네즈삼각,미반,삼각김밥,1589,829,1993.0,1160,302,18,2025-03-21,2025-03 하순,26.0345
052382,세븐카페)아메리카노(R),즉석음료,세븐카페,1179,517,1824.0,820,334,9,2025-03-21,2025-03 하순,40.7317
834845,3월 도시락 구독,,,1256,680,1723.5,1001,226,24,2025-03-21,2025-03 하순,22.5774
013782,New모둠초밥정식,미반,초밥류,1396,681,1687.0,1126,186,29,2025-03-21,2025-03 하순,16.5187
117574,PB)누네띠네55g,과자,비스킷류,1209,437,1637.5,733,332,17,2025-03-21,2025-03 하순,45.2933
191572,3월 와인 구독,,,1576,925,1581.0,1505,0,48,2025-03-21,2025-03 하순,0.0
109671,닭가슴살햄듬뿍샌드,조리빵,샌드위치,1151,361,1576.0,821,248,31,2025-03-21,2025-03 하순,30.2071
012679,11찬 도시락,미반,도시락,1177,533,1549.0,929,208,12,2025-03-21,2025-03 하순,22.3897
123504,닭가슴살스테이크도시락,미반,도시락,1298,592,1528.0,1013,167,44,2025-03-21,2025-03 하순,16.4857
109131,신동엽)생드래프트비어500ml캔,맥주,국산맥주,1212,600,1471.0,988,149,37,2025-03-21,2025-03 하순,15.081
109362,7찬도시락,미반,도시락,1166,654,1367.0,982,131,15,2025-03-21,2025-03 하순,13.3401
123601,롯데)렌틸콩유부초밥&에그샐러드,미반,초밥류,1177,520,1345.0,973,90,72,2025-03-21,2025-03 하순,9.2497
123306,안유성명장김밥명란타마고,미반,김밥,962,444,1263.0,691,180,41,2025-03-21,2025-03 하순,26.0492
070092,서울)흰우유1L,유음료,흰우유,824,254,1248.0,520,246,16,2025-03-21,2025-03 하순,47.3077
124082,PB)밀크딸기콘170ml,아이스크림,노벨티,1089,688,1235.5,927,106,15,2025-03-21,2025-03 하순,11.4347
123503,롯데)더커진닭가슴살잡곡밥삼각,미반,삼각김밥,1009,434,1164.5,797,83,82,2025-03-21,2025-03 하순,10.4141
124230,히비키 하모니,양주와인,양주,1071,601,1164.0,966,0,101,2025-03-21,2025-03 하순,0.0
601328, 7P)랑그드샤화이트초코70g,과자,비스킷류,951,480,1151.0,754,114,46,2025-03-21,2025-03 하순,15.1194
070012,빙그레)바나나우유240ml,유음료,가공우유,764,278,1148.0,454,242,12,2025-03-21,2025-03 하순,53.304
107542,PB)k리그허니황치즈감자칩60g,과자,스낵류,917,540,1114.0,746,119,21,2025-03-21,2025-03 하순,15.9517
123552,롯데)7찬도시락,미반,도시락,899,392,1083.0,677,151,8,2025-03-21,2025-03 하순,22.3043
123443,스크램블&불고기덮밥,미반,도시락,849,382,1061.5,623,138,37,2025-03-21,2025-03 하순,22.1509
107409, G)대파크래커80g,과자,비스킷류,901,528,1049.0,743,95,28,2025-03-21,2025-03 하순,12.786
123655,닭가슴살잡곡샌드,조리빵,샌드위치,846,389,1039.0,607,134,45,2025-03-21,2025-03 하순,22.0758
132168,농심)육개장사발면,면,용기면,768,336,1018.0,481,197,12,2025-03-21,2025-03 하순,40.9563
